iter,time_sec,res_norm
1,0.0053940999787300825,27.52499669266233
2,0.045817699981853366,22.018551014381575
3,0.05084879999049008,18.734973325316453
4,0.05546800000593066,16.744104365841117
5,0.06004199999733828,15.469966247558382
6,0.06482770000002347,14.586994724977156
7,0.06955349998315796,13.922412568083653
8,0.07427159999497235,13.386899743784904
9,0.08022519998485222,12.91051781792648
10,0.10526349997962825,12.479123497829232
11,0.11011469998629764,12.08749846671259
12,0.11516200000187382,11.727222429687544
13,0.12002529998426326,11.392582967587414
14,0.12497579999035224,11.09444583411322
15,0.13010779998148791,10.79407442989349
16,0.13553840000531636,10.487905288920045
17,0.14100089998100884,10.200496976213667
18,0.14622039999812841,9.947753011960911
19,0.15264499999466352,9.709262324854704
20,0.15780679997988045,9.49435695924231
21,0.16257499999483116,9.287458718162826
22,0.16786109999520704,9.07916769878316
23,0.17278569997870363,8.891300010314083
24,0.17763510000077076,8.70779042400194
25,0.1828302999783773,8.531760974670847
26,0.1887484999897424,8.343023219430915
27,0.19406270000035875,8.15526933645905
28,0.19998869998380542,7.972842615891643
29,0.20472449998487718,7.810899131670266
30,0.2093190999876242,7.664739242025981
31,0.21429790000547655,7.531795534743305
32,0.2191778999986127,7.395481845211677
33,0.22394149997853674,7.266696139096984
34,0.228808099986054,7.150140981668357
35,0.2338953999860678,7.036150339059036
36,0.23877209998317994,6.926016425262452
37,0.24370699998689815,6.826013585181228
38,0.2488766000024043,6.728665387777043
39,0.25385690000257455,6.639515021320246
40,0.2592147999966983,6.539297168690264
41,0.2645514000032563,6.444904958925474
42,0.26978459997917525,6.3600573498145705
43,0.2757119000016246,6.277289114552626
44,0.2818379999953322,6.191258771727903
45,0.287421799992444,6.107658643524796
46,0.2927307999925688,6.032415508547909
47,0.29805809998651966,5.963962114787761
48,0.30390719999559224,5.894886698836295
49,0.309736499999417,5.825645135585809
50,0.31523849998484366,5.763054122667552
51,0.3207211999979336,5.70570613255364
52,0.3259327999840025,5.652880002025912
53,0.3313425999949686,5.591808276267682
54,0.33690749999368563,5.531840268458438
55,0.34234030000516213,5.473312564524352
56,0.3479312999988906,5.415639673423221
57,0.3537529000022914,5.364183776237238
58,0.3595121999969706,5.317735707681591
59,0.36525430000619963,5.275492405867382
60,0.3708230000047479,5.236836360821558
61,0.37622589999227785,5.19538185322104
62,0.3818377999996301,5.157611762875957
63,0.3873768000048585,5.112283122477689
64,0.3927509000059217,5.071812064971946
65,0.3983939999889117,5.034995744431823
66,0.40395839998382144,4.991741176748617
67,0.4093544999777805,4.9530291150602554
68,0.4150081999832764,4.91322862375043
69,0.4205315999861341,4.872795266979734
70,0.4259897999872919,4.832152425941641
71,0.4325673999846913,4.796030005466269
72,0.43914800000493415,4.758508028887832
73,0.44507779998821206,4.725865017846376
74,0.45092569998814724,4.696653192291601
75,0.4564951999927871,4.665997119268406
76,0.4621571000025142,4.6386949268772115
77,0.46767489999183454,4.609164435754787
78,0.4730435999808833,4.578657360542753
79,0.47856119999778457,4.55177242864975
80,0.4840558999858331,4.527758140746509
81,0.48902429998270236,4.506142431608587
82,0.4941753000020981,4.486558400486345
83,0.4997873999818694,4.4601658979518355
84,0.50515319997794,4.432620158623365
85,0.5104617000033613,4.404158444438829
86,0.5159832999925129,4.379329817584482
87,0.5212686999875586,4.352951646491477
88,0.5264095999882556,4.329799562091889
89,0.531649299984565,4.309266289070929
90,0.536951299989596,4.290887599635849
91,0.5421624000009615,4.270099393902379
92,0.5472584999806713,4.251890260290263
93,0.5525892000005115,4.231900780635651
94,0.5581737000029534,4.20998820792837
95,0.5637533999979496,4.191050967304631
96,0.5691708999802358,4.170550571511277
97,0.5749643000017386,4.148387294645862
98,0.58012709999457,4.129090223582568
99,0.5853178999968804,4.104512337250178
100,0.590882699994836,4.083215679550325
101,0.5962613000010606,4.060686925976845
102,0.6017078000004403,4.041114426224486
103,0.6070252999779768,4.023906601852827
104,0.612185399979353,4.004845424486066
105,0.6173404000001028,3.9880148001490534
106,0.6223953999869991,3.9694176116749724
107,0.6272049999970477,3.952998673523391
108,0.6324694999784697,3.9344116498140917
109,0.6376685999857727,3.9182957531418916
110,0.6427443999855313,3.9040569987069285
111,0.6479890999908093,3.8875291049981193
112,0.653132999985246,3.87293469672512
113,0.6581842000014149,3.8599935378353747
114,0.6634001999918837,3.844571665697267
115,0.6686661999847274,3.831113655845931
116,0.6737849999917671,3.8080125680658683
117,0.6789350000035483,3.7885699645855713
118,0.6841307999857236,3.7684935998600335
119,0.6892786999815144,3.7513436642899785
120,0.6945591999974567,3.736593026053709
121,0.6997076999978162,3.7237618462188946
122,0.7046458999975584,3.708384813678508
123,0.7098118999856524,3.695286945608554
124,0.7159520999994129,3.6802819582692607
125,0.7215173000004143,3.6674649520621263
126,0.7269377000047825,3.6563355477631605
127,0.733346499997424,3.6465800462507745
128,0.738387799996417,3.637959867749809
129,0.7434664999891538,3.6302905133417096
130,0.7490343999816105,3.6234269914805948
131,0.7544034000020474,3.617253605189991
132,0.7595748000021558,3.6083387388056867
133,0.7649636999994982,3.60052142888127
134,0.7701183999888599,3.5937018362190165
135,0.7752466999809258,3.5842488222069164
136,0.7804914999869652,3.576123556271871
137,0.7857931999897119,3.569082342816052
138,0.7908421999891289,3.5629164707397023
139,0.7958392000000458,3.5541024406572514
140,0.8012822000018787,3.54642866012617
141,0.8074528999859467,3.5397894752571823
142,0.8135889999975916,3.533981098717755
143,0.8195057999982964,3.528851158145713
144,0.8253624999779277,3.5242838158951133
145,0.8310405999945942,3.516707158295068
