iter,time_sec,res_norm
1,0.0030224999936763197,17.02401669974772
2,0.006024300004355609,14.614289009573284
3,0.009412399987922981,13.115622442723284
4,0.012639399996260181,11.53343708018509
5,0.01509609998902306,10.66083153875206
6,0.01726230001077056,10.009487875031905
7,0.019987799983937293,9.572855571495197
8,0.022749399999156594,9.189437074357933
9,0.02595629999996163,8.855086081436168
10,0.029133900010492653,8.626906585679954
11,0.031886099983239546,8.415841670890915
12,0.03410359998815693,8.185965546263988
13,0.03732360000140034,7.902007064814027
14,0.04187950000050478,7.735590186015124
15,0.04578710001078434,7.588104140778321
16,0.048874300002353266,7.438826177602086
17,0.05294520000461489,7.310713411248589
18,0.05980899999849498,7.210151392774893
19,0.06416069998522289,7.102790972493268
20,0.067710100003751,6.9949837430401995
21,0.07210570000461303,6.887108624457991
22,0.07732340000802651,6.7774816971559115
23,0.08124400000087917,6.680683080726533
24,0.08510349999414757,6.579189201759655
25,0.0902224000019487,6.4748775795482665
26,0.09493819999624975,6.37306781349883
27,0.09870460000820458,6.268358801293851
28,0.10212029999820516,6.165215007650178
29,0.10820709998370148,6.081123379675918
30,0.11259169998811558,5.991194131751418
31,0.11698029999388382,5.900374682978341
32,0.12250379999750294,5.81350089204243
33,0.12923940000473522,5.742980782852326
34,0.1338013999920804,5.6779532146243055
35,0.13923820000491105,5.6293665673807896
36,0.1472500000090804,5.567689204467405
37,0.15197119998629205,5.513451570529093
38,0.1591918999911286,5.470622931139167
39,0.16460789999109693,5.4218167405229
40,0.1697297999926377,5.365932748859188
41,0.17830900000990368,5.318569087675908
42,0.1839621000108309,5.274296926187368
43,0.1903036999865435,5.229853031969071
44,0.19786059999023564,5.1901445858945365
45,0.20351110000046901,5.144393915066371
46,0.21122709999326617,5.1035718368710965
47,0.21741250000195578,5.067251249270641
48,0.2237996000039857,5.027957721606001
49,0.2293321999895852,4.9842020490431675
50,0.23521590000018477,4.946358591001677
51,0.24362659998587333,4.910233395323336
52,0.25116489999345504,4.872256420573227
53,0.25853859999915585,4.837745790395976
54,0.26548669999465346,4.804471464747161
55,0.2728583999851253,4.769378401401844
56,0.2800166000088211,4.738547388027638
57,0.28727420000359416,4.703481501299775
58,0.2947934999829158,4.667482905833395
59,0.302402000001166,4.637149046732812
60,0.309739799995441,4.604579840912713
61,0.31768010000814684,4.574744079944912
62,0.32639500001096167,4.543026993316887
63,0.33406269998522475,4.512671617761136
64,0.34318999998504296,4.48689237957507
65,0.3509593000053428,4.45730715538671
66,0.36111949998303317,4.430960968678967
67,0.37022979999892414,4.403487700635803
68,0.3809744000027422,4.374893183824734
69,0.39082040000357665,4.3461684957031235
70,0.40042299998458475,4.3213830492585386
71,0.41081229998962954,4.295687040176135
72,0.4204572000016924,4.268289758239352
73,0.43200749999959953,4.243974595267822
74,0.44281119998777285,4.213460484015239
75,0.45388429999002255,4.188738422649066
76,0.46591249998891726,4.162995596207828
77,0.4772728999960236,4.136514149968973
78,0.48775020000175573,4.110393313924423
79,0.4996683000063058,4.086186248209842
80,0.5111785999906715,4.05982117420523
81,0.521711499983212,4.036356683924969
82,0.5333408000005875,4.0102128565765085
83,0.5447286999842618,3.9881231804975505
84,0.5554343999829143,3.965615713737857
85,0.5679305999947246,3.944500543690488
86,0.5802455999946687,3.921782814099858
87,0.5919617000035942,3.899199413372806
88,0.6034512000042014,3.8768254547573147
89,0.6171744999883231,3.8537798710411644
90,0.6298582000017632,3.833964768934894
91,0.641783300001407,3.8126677174264016
92,0.6543164000031538,3.7923610036114304
93,0.6687424999836367,3.773423892748716
94,0.6821289999934379,3.755693288509587
95,0.6954693000006955,3.7375561308903644
96,0.7085738999885507,3.7198049136725295
97,0.7229708000086248,3.7023563372945265
98,0.7382227999914903,3.6831804958618894
99,0.7541616999951657,3.6642039772352444
100,0.7702904999896418,3.6443284794962825
101,0.7870463999861386,3.6267762722435064
102,0.8036466999910772,3.609211954687748
103,0.821111800003564,3.588983812600023
104,0.8380559000070207,3.5707641072127325
105,0.8550386999850161,3.5518749621621337
106,0.8721618999843486,3.5316480574045963
107,0.8891685999988113,3.5108670589581976
108,0.9059701999940444,3.4931126618638366
109,0.922982599993702,3.474501951601772
110,0.9403466999938246,3.458331933054482
111,0.9571208999841474,3.438054464785122
112,0.9743463000049815,3.4181510137499718
113,0.9917329000018071,3.3985116498200263
114,1.0091580000007525,3.382874040919381
115,1.0265179999987595,3.3644987869262764
116,1.0431929999904241,3.3470889343060852
117,1.0608282999892253,3.3307675251437563
118,1.0785049999831244,3.3137620169333837
119,1.0962601999926846,3.2966887070258615
120,1.1140810000069905,3.279867220178874
121,1.1333809999923687,3.2624205424491324
122,1.1521445999969728,3.245842809068027
123,1.173510599997826,3.2294773781871453
124,1.192315199994482,3.2130722331318826
125,1.209845800010953,3.19651307634425
126,1.227286000008462,3.1807944390706
127,1.2453416000062134,3.164100384031386
128,1.262911300000269,3.147292673596192
129,1.278108800004702,3.130016241147271
130,1.2925706999958493,3.1132762217689223
131,1.30861370000639,3.0972170505019174
132,1.3304421000066213,3.0828223586976535
133,1.3496756000095047,3.067294212933441
134,1.3683648000005633,3.049628217535929
135,1.3909372999914922,3.0328626004255006
136,1.407448399986606,3.0165128095517657
137,1.4251819000055548,3.002063789891207
138,1.4426029000023846,2.9867990419450505
139,1.4600995999935549,2.9715548837225443
140,1.478051999991294,2.956379321573043
141,1.4959096999955364,2.940385670066041
142,1.5143785999971442,2.9238493646926402
143,1.5328639000072144,2.9082886357767546
144,1.5512990999850444,2.8931763801471977
145,1.569752499985043,2.8779361274113158
146,1.5885964999906719,2.864241629326056
